hhid,rural,female_head,weight,hhsize,hhtype3,adj_welfare,adj_factor,pmt,pov,decile,current_B,value_B,current_oldA,value_oldA,current_childA,value_childA,current_disabA,value_disabA,age,age5yrs,sex,disab
3360,1,0,1659.7358,11,"Couple household, with children",32108.99,.98470652,10.033662,1,2,0,0,0,0,0,0,0,0,19,3,0,1
3360,1,0,1659.7358,11,"Couple household, with children",32108.99,.98470652,10.033662,1,2,0,0,0,0,0,0,0,0,15,3,1,0
3360,1,0,1659.7358,11,"Couple household, with children",32108.99,.98470652,10.033662,1,2,0,0,0,0,0,0,0,0,50,10,0,0
3361,1,0,1601.9337,8,Three generation household,13506.003,.98470646,,1,1,0,0,0,0,0,0,0,0,13,2,0,0
3361,1,0,1601.9337,8,Three generation household,13506.003,.98470646,,1,1,0,0,0,0,0,0,0,0,36,7,1,0
3361,1,0,1601.9337,8,Three generation household,13506.003,.98470646,,1,1,0,0,0,0,0,0,0,0,10,2,0,0
3361,1,0,1601.9337,8,Three generation household,13506.003,.98470646,,1,1,0,0,0,0,0,0,0,0,26,5,1,0
3361,1,0,1601.9337,8,Three generation household,13506.003,.98470646,,1,1,0,0,0,0,0,0,0,0,5,1,0,1
3361,1,0,1601.9337,8,Three generation household,13506.003,.98470646,,1,1,0,0,0,0,0,0,0,0,65,13,0,1
3361,1,0,1601.9337,8,Three generation household,13506.003,.98470646,,1,1,0,0,0,0,0,0,0,0,14,2,1,0
3362,1,0,1601.9337,12,"Couple household, with children",322405.69,.9847064,,0,10,0,0,0,0,0,0,0,0,23,4,1,0
3362,1,0,1601.9337,12,"Couple household, with children",322405.69,.9847064,,0,10,0,0,0,0,0,0,0,0,29,5,1,0
3362,1,0,1601.9337,12,"Couple household, with children",322405.69,.9847064,,0,10,0,0,0,0,0,0,0,0,0,0,1,
3362,1,0,1601.9337,12,"Couple household, with children",322405.69,.9847064,,0,10,0,0,0,0,0,0,0,0,18,3,1,1
3362,1,0,1601.9337,12,"Couple household, with children",322405.69,.9847064,,0,10,0,0,0,0,0,0,0,0,31,6,0,0
3362,1,0,1601.9337,12,"Couple household, with children",322405.69,.9847064,,0,10,0,0,0,0,0,0,0,0,6,1,1,0
3362,1,0,1601.9337,12,"Couple household, with children",322405.69,.9847064,,0,10,0,0,0,0,0,0,0,0,1,0,0,
3362,1,0,1601.9337,12,"Couple household, with children",322405.69,.9847064,,0,10,0,0,0,0,0,0,0,0,3,0,0,
3362,1,0,1601.9337,12,"Couple household, with children",322405.69,.9847064,,0,10,0,0,0,0,0,0,0,0,49,9,1,0
3362,1,0,1601.9337,12,"Couple household, with children",322405.69,.9847064,,0,10,0,0,0,0,0,0,0,0,14,2,0,1
3362,1,0,1601.9337,12,"Couple household, with children",322405.69,.9847064,,0,10,0,0,0,0,0,0,0,0,52,10,0,0
3363,1,1,1601.9337,8,Three generation household,17968.426,.98470646,10.301845,1,1,0,0,0,0,0,0,0,0,10,2,0,1
3363,1,1,1601.9337,8,Three generation household,17968.426,.98470646,10.301845,1,1,0,0,0,0,0,0,0,0,19,3,0,1
3363,1,1,1601.9337,8,Three generation household,17968.426,.98470646,10.301845,1,1,0,0,0,0,0,0,0,0,34,6,1,1
3363,1,1,1601.9337,8,Three generation household,17968.426,.98470646,10.301845,1,1,0,0,0,0,0,0,0,0,9,1,1,0
3363,1,1,1601.9337,8,Three generation household,17968.426,.98470646,10.301845,1,1,0,0,0,0,0,0,0,0,15,3,0,0
3363,1,1,1601.9337,8,Three generation household,17968.426,.98470646,10.301845,1,1,0,0,0,0,0,0,0,0,17,3,1,0
3363,1,1,1601.9337,8,Three generation household,17968.426,.98470646,10.301845,1,1,0,0,0,0,0,0,0,0,75,15,1,0
3364,1,0,1601.9337,7,Three generation household,22124.736,.98470646,10.318512,1,1,0,0,0,0,0,0,0,0,88,16,0,0
3364,1,0,1601.9337,7,Three generation household,22124.736,.98470646,10.318512,1,1,0,0,0,0,0,0,0,0,27,5,1,0
3364,1,0,1601.9337,7,Three generation household,22124.736,.98470646,10.318512,1,1,0,0,0,0,0,0,0,0,7,1,0,0
3364,1,0,1601.9337,7,Three generation household,22124.736,.98470646,10.318512,1,1,0,0,0,0,0,0,0,0,9,1,1,0
3364,1,0,1601.9337,7,Three generation household,22124.736,.98470646,10.318512,1,1,0,0,0,0,0,0,0,0,35,7,0,1
3364,1,0,1601.9337,7,Three generation household,22124.736,.98470646,10.318512,1,1,0,0,0,0,0,0,0,0,1,0,0,
3365,1,0,1601.9337,5,"Couple household, with children",28068.717,.98470646,10.675739,1,2,0,0,0,0,0,0,0,0,26,5,1,0
3365,1,0,1601.9337,5,"Couple household, with children",28068.717,.98470646,10.675739,1,2,0,0,0,0,0,0,0,0,5,1,0,0
3365,1,0,1601.9337,5,"Couple household, with children",28068.717,.98470646,10.675739,1,2,0,0,0,0,0,0,0,0,1,0,0,
3365,1,0,1601.9337,5,"Couple household, with children",28068.717,.98470646,10.675739,1,2,0,0,0,0,0,0,0,0,31,6,0,0
3366,1,0,1601.9337,10,"Couple household, with children",13391.929,.98470646,10.131062,1,1,0,0,0,0,0,0,0,0,51,10,1,0
3366,1,0,1601.9337,10,"Couple household, with children",13391.929,.98470646,10.131062,1,1,0,0,0,0,0,0,0,0,23,4,1,0
3366,1,0,1601.9337,10,"Couple household, with children",13391.929,.98470646,10.131062,1,1,0,0,0,0,0,0,0,0,31,6,1,0
3366,1,0,1601.9337,10,"Couple household, with children",13391.929,.98470646,10.131062,1,1,0,0,0,0,0,0,0,0,15,3,0,0
3366,1,0,1601.9337,10,"Couple household, with children",13391.929,.98470646,10.131062,1,1,0,0,0,0,0,0,0,0,56,11,0,0
3366,1,0,1601.9337,10,"Couple household, with children",13391.929,.98470646,10.131062,1,1,0,0,0,0,0,0,0,0,13,2,0,0
3366,1,0,1601.9337,10,"Couple household, with children",13391.929,.98470646,10.131062,1,1,0,0,0,0,0,0,0,0,9,1,0,1
3366,1,0,1601.9337,10,"Couple household, with children",13391.929,.98470646,10.131062,1,1,0,0,0,0,0,0,0,0,17,3,1,0
3366,1,0,1601.9337,10,"Couple household, with children",13391.929,.98470646,10.131062,1,1,0,0,0,0,0,0,0,0,20,4,1,0
3367,1,0,1601.9337,6,"Couple household, with children",24890.904,.98470646,10.386968,1,1,0,0,0,0,0,0,0,0,16,3,0,1
3367,1,0,1601.9337,6,"Couple household, with children",24890.904,.98470646,10.386968,1,1,0,0,0,0,0,0,0,0,18,3,1,0
3367,1,0,1601.9337,6,"Couple household, with children",24890.904,.98470646,10.386968,1,1,0,0,0,0,0,0,0,0,8,1,1,0
3367,1,0,1601.9337,6,"Couple household, with children",24890.904,.98470646,10.386968,1,1,0,0,0,0,0,0,0,0,48,9,1,0
3367,1,0,1601.9337,6,"Couple household, with children",24890.904,.98470646,10.386968,1,1,0,0,0,0,0,0,0,0,58,11,0,0
3368,1,0,1601.9337,8,"Couple household, with children",22501.02,.98470646,,1,1,0,0,0,0,0,0,0,0,30,6,1,1
3368,1,0,1601.9337,8,"Couple household, with children",22501.02,.98470646,,1,1,0,0,0,0,0,0,0,0,25,5,0,0
3368,1,0,1601.9337,8,"Couple household, with children",22501.02,.98470646,,1,1,0,0,0,0,0,0,0,0,26,5,0,0
3368,1,0,1601.9337,8,"Couple household, with children",22501.02,.98470646,,1,1,0,0,0,0,0,0,0,0,15,3,1,0
3368,1,0,1601.9337,8,"Couple household, with children",22501.02,.98470646,,1,1,0,0,0,0,0,0,0,0,27,5,0,1
3368,1,0,1601.9337,8,"Couple household, with children",22501.02,.98470646,,1,1,0,0,0,0,0,0,0,0,3,0,1,
3368,1,0,1601.9337,8,"Couple household, with children",22501.02,.98470646,,1,1,0,0,0,0,0,0,0,0,59,11,0,0
3369,1,0,1601.9337,3,"Couple household, with no children",56400.031,.98470646,11.230402,0,6,0,0,0,0,0,0,0,0,21,4,1,0
3369,1,0,1601.9337,3,"Couple household, with no children",56400.031,.98470646,11.230402,0,6,0,0,0,0,0,0,0,0,61,12,1,0
3370,1,1,1601.9337,6,Other household types,21349.527,.98470646,10.359118,1,1,1,26.934633,0,0,1,164.11774,0,0,4,0,1,
3370,1,1,1601.9337,6,Other household types,21349.527,.98470646,10.359118,1,1,1,26.934633,0,0,1,164.11774,0,0,9,1,0,0
3370,1,1,1601.9337,6,Other household types,21349.527,.98470646,10.359118,1,1,1,26.934633,0,0,1,164.11774,0,0,29,5,1,0
3370,1,1,1601.9337,6,Other household types,21349.527,.98470646,10.359118,1,1,1,26.934633,0,0,1,164.11774,0,0,34,6,0,0
3370,1,1,1601.9337,6,Other household types,21349.527,.98470646,10.359118,1,1,1,26.934633,0,0,1,164.11774,0,0,60,12,1,0
3371,1,0,1601.9337,8,"Couple household, with children",21328.539,.98470646,,1,1,0,0,0,0,0,0,0,0,4,0,0,
3371,1,0,1601.9337,8,"Couple household, with children",21328.539,.98470646,,1,1,0,0,0,0,0,0,0,0,10,2,0,0
3371,1,0,1601.9337,8,"Couple household, with children",21328.539,.98470646,,1,1,0,0,0,0,0,0,0,0,40,8,1,0
3371,1,0,1601.9337,8,"Couple household, with children",21328.539,.98470646,,1,1,0,0,0,0,0,0,0,0,15,3,1,0
3371,1,0,1601.9337,8,"Couple household, with children",21328.539,.98470646,,1,1,0,0,0,0,0,0,0,0,60,12,1,1
3371,1,0,1601.9337,8,"Couple household, with children",21328.539,.98470646,,1,1,0,0,0,0,0,0,0,0,18,3,1,0
3371,1,0,1601.9337,8,"Couple household, with children",21328.539,.98470646,,1,1,0,0,0,0,0,0,0,0,44,8,0,0
3372,1,0,1601.9337,6,"Couple household, with children",33766.906,.98470646,,1,2,0,0,0,0,0,0,0,0,10,2,0,0
3372,1,0,1601.9337,6,"Couple household, with children",33766.906,.98470646,,1,2,0,0,0,0,0,0,0,0,43,8,1,0
3372,1,0,1601.9337,6,"Couple household, with children",33766.906,.98470646,,1,2,0,0,0,0,0,0,0,0,45,9,0,1
3372,1,0,1601.9337,6,"Couple household, with children",33766.906,.98470646,,1,2,0,0,0,0,0,0,0,0,16,3,1,0
3372,1,0,1601.9337,6,"Couple household, with children",33766.906,.98470646,,1,2,0,0,0,0,0,0,0,0,2,0,1,
3373,1,0,2458.9749,9,Three generation household,36068.23,.98470652,10.555903,1,3,0,0,0,0,0,0,0,0,8,1,0,0
3373,1,0,2458.9749,9,Three generation household,36068.23,.98470652,10.555903,1,3,0,0,0,0,0,0,0,0,4,0,1,
3373,1,0,2458.9749,9,Three generation household,36068.23,.98470652,10.555903,1,3,0,0,0,0,0,0,0,0,67,13,0,0
3373,1,0,2458.9749,9,Three generation household,36068.23,.98470652,10.555903,1,3,0,0,0,0,0,0,0,0,25,5,1,0
3373,1,0,2458.9749,9,Three generation household,36068.23,.98470652,10.555903,1,3,0,0,0,0,0,0,0,0,6,1,0,0
3373,1,0,2458.9749,9,Three generation household,36068.23,.98470652,10.555903,1,3,0,0,0,0,0,0,0,0,2,0,0,
3373,1,0,2458.9749,9,Three generation household,36068.23,.98470652,10.555903,1,3,0,0,0,0,0,0,0,0,10,2,1,0
3373,1,0,2458.9749,9,Three generation household,36068.23,.98470652,10.555903,1,3,0,0,0,0,0,0,0,0,36,7,0,1
3374,1,1,2458.9749,6,Other household types,61248.512,.98470646,10.331956,0,7,0,0,0,0,0,0,0,0,50,10,1,0
3374,1,1,2458.9749,6,Other household types,61248.512,.98470646,10.331956,0,7,0,0,0,0,0,0,0,0,25,5,0,0
3374,1,1,2458.9749,6,Other household types,61248.512,.98470646,10.331956,0,7,0,0,0,0,0,0,0,0,25,5,1,0
3374,1,1,2458.9749,6,Other household types,61248.512,.98470646,10.331956,0,7,0,0,0,0,0,0,0,0,3,0,1,
3374,1,1,2458.9749,6,Other household types,61248.512,.98470646,10.331956,0,7,0,0,0,0,0,0,0,0,19,3,1,0
3375,1,0,2458.9749,9,"Couple household, with children",12867.138,.98470646,,1,1,0,0,0,0,0,0,0,0,13,2,0,0
3375,1,0,2458.9749,9,"Couple household, with children",12867.138,.98470646,,1,1,0,0,0,0,0,0,0,0,4,0,1,
3375,1,0,2458.9749,9,"Couple household, with children",12867.138,.98470646,,1,1,0,0,0,0,0,0,0,0,10,2,1,0
3375,1,0,2458.9749,9,"Couple household, with children",12867.138,.98470646,,1,1,0,0,0,0,0,0,0,0,7,1,1,0
3375,1,0,2458.9749,9,"Couple household, with children",12867.138,.98470646,,1,1,0,0,0,0,0,0,0,0,12,2,0,0
3375,1,0,2458.9749,9,"Couple household, with children",12867.138,.98470646,,1,1,0,0,0,0,0,0,0,0,11,2,0,0
3375,1,0,2458.9749,9,"Couple household, with children",12867.138,.98470646,,1,1,0,0,0,0,0,0,0,0,8,1,1,0
3375,1,0,2458.9749,9,"Couple household, with children",12867.138,.98470646,,1,1,0,0,0,0,0,0,0,0,40,8,0,0
3376,1,0,2458.9749,8,Three generation household,25496.799,.98470646,10.395389,1,1,1,30.301464,0,0,1,246.17662,0,0,52,10,1,0
3376,1,0,2458.9749,8,Three generation household,25496.799,.98470646,10.395389,1,1,1,30.301464,0,0,1,246.17662,0,0,23,4,0,0
3376,1,0,2458.9749,8,Three generation household,25496.799,.98470646,10.395389,1,1,1,30.301464,0,0,1,246.17662,0,0,6,1,0,0
3376,1,0,2458.9749,8,Three generation household,25496.799,.98470646,10.395389,1,1,1,30.301464,0,0,1,246.17662,0,0,65,13,0,0
3376,1,0,2458.9749,8,Three generation household,25496.799,.98470646,10.395389,1,1,1,30.301464,0,0,1,246.17662,0,0,9,1,0,0
3376,1,0,2458.9749,8,Three generation household,25496.799,.98470646,10.395389,1,1,1,30.301464,0,0,1,246.17662,0,0,16,3,1,0
3376,1,0,2458.9749,8,Three generation household,25496.799,.98470646,10.395389,1,1,1,30.301464,0,0,1,246.17662,0,0,22,4,1,0
3377,1,0,2458.9749,4,Three generation household,29348.992,.98470646,10.499695,1,2,1,60.602928,0,0,1,246.17662,0,0,66,13,0,0
3377,1,0,2458.9749,4,Three generation household,29348.992,.98470646,10.499695,1,2,1,60.602928,0,0,1,246.17662,0,0,7,1,1,0
3377,1,0,2458.9749,4,Three generation household,29348.992,.98470646,10.499695,1,2,1,60.602928,0,0,1,246.17662,0,0,56,11,1,0
3378,1,0,2458.9749,5,"Couple household, with children",33128.156,.98470652,,1,2,0,0,0,0,0,0,0,0,31,6,1,0
3378,1,0,2458.9749,5,"Couple household, with children",33128.156,.98470652,,1,2,0,0,0,0,0,0,0,0,3,0,1,
3378,1,0,2458.9749,5,"Couple household, with children",33128.156,.98470652,,1,2,0,0,0,0,0,0,0,0,61,12,1,0
3378,1,0,2458.9749,5,"Couple household, with children",33128.156,.98470652,,1,2,0,0,0,0,0,0,0,0,0,0,0,
3379,1,0,2458.9749,3,"Couple household, with children",28363.01,.98470646,,1,2,0,0,0,0,0,0,0,0,23,4,0,1
3379,1,0,2458.9749,3,"Couple household, with children",28363.01,.98470646,,1,2,0,0,0,0,0,0,0,0,19,3,1,0
3380,1,1,2458.9749,4,Other household types,37146.816,.98470646,10.588807,1,3,0,0,0,0,0,0,0,0,12,2,1,0
3380,1,1,2458.9749,4,Other household types,37146.816,.98470646,10.588807,1,3,0,0,0,0,0,0,0,0,20,4,1,0
3380,1,1,2458.9749,4,Other household types,37146.816,.98470646,10.588807,1,3,0,0,0,0,0,0,0,0,10,2,0,0
3381,1,0,2458.9749,4,"Couple household, with no children",61827.988,.98470652,10.509068,0,7,0,0,0,0,0,0,0,0,20,4,0,0
3381,1,0,2458.9749,4,"Couple household, with no children",61827.988,.98470652,10.509068,0,7,0,0,0,0,0,0,0,0,55,11,1,0
3381,1,0,2458.9749,4,"Couple household, with no children",61827.988,.98470652,10.509068,0,7,0,0,0,0,0,0,0,0,18,3,1,0
3382,1,0,2458.9749,11,"Couple household, with children",18659.738,.98470652,10.152093,1,1,0,0,0,0,0,0,0,0,3,0,1,
3382,1,0,2458.9749,11,"Couple household, with children",18659.738,.98470652,10.152093,1,1,0,0,0,0,0,0,0,0,16,3,1,0
3382,1,0,2458.9749,11,"Couple household, with children",18659.738,.98470652,10.152093,1,1,0,0,0,0,0,0,0,0,19,3,1,0
3382,1,0,2458.9749,11,"Couple household, with children",18659.738,.98470652,10.152093,1,1,0,0,0,0,0,0,0,0,50,10,0,0
3382,1,0,2458.9749,11,"Couple household, with children",18659.738,.98470652,10.152093,1,1,0,0,0,0,0,0,0,0,0,0,1,
3382,1,0,2458.9749,11,"Couple household, with children",18659.738,.98470652,10.152093,1,1,0,0,0,0,0,0,0,0,19,3,1,0
3382,1,0,2458.9749,11,"Couple household, with children",18659.738,.98470652,10.152093,1,1,0,0,0,0,0,0,0,0,45,9,1,0
3382,1,0,2458.9749,11,"Couple household, with children",18659.738,.98470652,10.152093,1,1,0,0,0,0,0,0,0,0,12,2,0,0
3382,1,0,2458.9749,11,"Couple household, with children",18659.738,.98470652,10.152093,1,1,0,0,0,0,0,0,0,0,8,1,0,0
3382,1,0,2458.9749,11,"Couple household, with children",18659.738,.98470652,10.152093,1,1,0,0,0,0,0,0,0,0,17,3,1,0
3383,1,0,2458.9749,6,"Couple household, with children",32012.281,.98470646,,1,2,0,0,0,0,0,0,0,0,8,1,1,0
3383,1,0,2458.9749,6,"Couple household, with children",32012.281,.98470646,,1,2,0,0,0,0,0,0,0,0,10,2,0,0
3383,1,0,2458.9749,6,"Couple household, with children",32012.281,.98470646,,1,2,0,0,0,0,0,0,0,0,36,7,0,0
3383,1,0,2458.9749,6,"Couple household, with children",32012.281,.98470646,,1,2,0,0,0,0,0,0,0,0,2,0,1,
3383,1,0,2458.9749,6,"Couple household, with children",32012.281,.98470646,,1,2,0,0,0,0,0,0,0,0,7,1,1,0
3384,1,1,2458.9749,14,Other household types,27515.076,.98470646,,1,2,0,0,0,0,0,0,0,0,8,1,0,0
3384,1,1,2458.9749,14,Other household types,27515.076,.98470646,,1,2,0,0,0,0,0,0,0,0,46,9,1,0
3384,1,1,2458.9749,14,Other household types,27515.076,.98470646,,1,2,0,0,0,0,0,0,0,0,18,3,1,0
3384,1,1,2458.9749,14,Other household types,27515.076,.98470646,,1,2,0,0,0,0,0,0,0,0,3,0,1,
3384,1,1,2458.9749,14,Other household types,27515.076,.98470646,,1,2,0,0,0,0,0,0,0,0,13,2,0,0
3384,1,1,2458.9749,14,Other household types,27515.076,.98470646,,1,2,0,0,0,0,0,0,0,0,28,5,0,0
3384,1,1,2458.9749,14,Other household types,27515.076,.98470646,,1,2,0,0,0,0,0,0,0,0,15,3,0,1
3384,1,1,2458.9749,14,Other household types,27515.076,.98470646,,1,2,0,0,0,0,0,0,0,0,4,0,0,
3384,1,1,2458.9749,14,Other household types,27515.076,.98470646,,1,2,0,0,0,0,0,0,0,0,0,0,0,
3384,1,1,2458.9749,14,Other household types,27515.076,.98470646,,1,2,0,0,0,0,0,0,0,0,20,4,0,0
3384,1,1,2458.9749,14,Other household types,27515.076,.98470646,,1,2,0,0,0,0,0,0,0,0,22,4,0,1
3384,1,1,2458.9749,14,Other household types,27515.076,.98470646,,1,2,0,0,0,0,0,0,0,0,22,4,1,0
3384,1,1,2458.9749,14,Other household types,27515.076,.98470646,,1,2,0,0,0,0,0,0,0,0,5,1,1,0
3385,1,0,1152.9371,6,"Couple household, with children",58632.539,.98470646,,0,6,0,0,0,0,0,0,0,0,3,0,1,
3385,1,0,1152.9371,6,"Couple household, with children",58632.539,.98470646,,0,6,0,0,0,0,0,0,0,0,35,7,0,0
3385,1,0,1152.9371,6,"Couple household, with children",58632.539,.98470646,,0,6,0,0,0,0,0,0,0,0,12,2,1,0
3385,1,0,1152.9371,6,"Couple household, with children",58632.539,.98470646,,0,6,0,0,0,0,0,0,0,0,30,6,1,0
3385,1,0,1152.9371,6,"Couple household, with children",58632.539,.98470646,,0,6,0,0,0,0,0,0,0,0,8,1,0,0
3386,1,0,1152.9371,8,Three generation household,28311.025,.98470652,10.385662,1,2,0,0,0,0,0,0,0,0,4,0,1,
3386,1,0,1152.9371,8,Three generation household,28311.025,.98470652,10.385662,1,2,0,0,0,0,0,0,0,0,63,12,0,0
3386,1,0,1152.9371,8,Three generation household,28311.025,.98470652,10.385662,1,2,0,0,0,0,0,0,0,0,8,1,1,0
3386,1,0,1152.9371,8,Three generation household,28311.025,.98470652,10.385662,1,2,0,0,0,0,0,0,0,0,29,5,0,0
3386,1,0,1152.9371,8,Three generation household,28311.025,.98470652,10.385662,1,2,0,0,0,0,0,0,0,0,36,7,0,0
3386,1,0,1152.9371,8,Three generation household,28311.025,.98470652,10.385662,1,2,0,0,0,0,0,0,0,0,6,1,0,0
3386,1,0,1152.9371,8,Three generation household,28311.025,.98470652,10.385662,1,2,0,0,0,0,0,0,0,0,32,6,1,0
3387,1,0,1152.9371,9,"Couple household, with children",31797.563,.9847064,,1,2,0,0,0,0,0,0,0,0,7,1,1,0
3387,1,0,1152.9371,9,"Couple household, with children",31797.563,.9847064,,1,2,0,0,0,0,0,0,0,0,9,1,0,0
3387,1,0,1152.9371,9,"Couple household, with children",31797.563,.9847064,,1,2,0,0,0,0,0,0,0,0,13,2,0,0
3387,1,0,1152.9371,9,"Couple household, with children",31797.563,.9847064,,1,2,0,0,0,0,0,0,0,0,34,6,1,0
3387,1,0,1152.9371,9,"Couple household, with children",31797.563,.9847064,,1,2,0,0,0,0,0,0,0,0,52,10,0,0
3387,1,0,1152.9371,9,"Couple household, with children",31797.563,.9847064,,1,2,0,0,0,0,0,0,0,0,3,0,1,
3387,1,0,1152.9371,9,"Couple household, with children",31797.563,.9847064,,1,2,0,0,0,0,0,0,0,0,15,3,1,0
3387,1,0,1152.9371,9,"Couple household, with children",31797.563,.9847064,,1,2,0,0,0,0,0,0,0,0,4,0,1,
3388,1,1,1152.9371,4,"Couple household, with no children",60820.641,.98470646,10.65732,0,7,0,0,0,0,0,0,0,0,26,5,1,0
3388,1,1,1152.9371,4,"Couple household, with no children",60820.641,.98470646,10.65732,0,7,0,0,0,0,0,0,0,0,56,11,0,0
3388,1,1,1152.9371,4,"Couple household, with no children",60820.641,.98470646,10.65732,0,7,0,0,0,0,0,0,0,0,28,5,0,0
3389,1,0,1152.9371,8,Three generation household,22368.027,.98470646,,1,1,0,0,0,0,0,0,0,0,20,4,0,0
3389,1,0,1152.9371,8,Three generation household,22368.027,.98470646,,1,1,0,0,0,0,0,0,0,0,18,3,1,0
3389,1,0,1152.9371,8,Three generation household,22368.027,.98470646,,1,1,0,0,0,0,0,0,0,0,10,2,0,0
3389,1,0,1152.9371,8,Three generation household,22368.027,.98470646,,1,1,0,0,0,0,0,0,0,0,8,1,0,0
3389,1,0,1152.9371,8,Three generation household,22368.027,.98470646,,1,1,0,0,0,0,0,0,0,0,68,13,0,0
3389,1,0,1152.9371,8,Three generation household,22368.027,.98470646,,1,1,0,0,0,0,0,0,0,0,42,8,1,0
3389,1,0,1152.9371,8,Three generation household,22368.027,.98470646,,1,1,0,0,0,0,0,0,0,0,17,3,1,0
3390,1,0,1152.9371,7,Other household types,38500.57,.98470646,10.56673,0,3,0,0,0,0,0,0,0,0,4,0,1,
3390,1,0,1152.9371,7,Other household types,38500.57,.98470646,10.56673,0,3,0,0,0,0,0,0,0,0,3,0,0,
3390,1,0,1152.9371,7,Other household types,38500.57,.98470646,10.56673,0,3,0,0,0,0,0,0,0,0,22,4,1,0
3390,1,0,1152.9371,7,Other household types,38500.57,.98470646,10.56673,0,3,0,0,0,0,0,0,0,0,31,6,0,0
3390,1,0,1152.9371,7,Other household types,38500.57,.98470646,10.56673,0,3,0,0,0,0,0,0,0,0,26,5,1,0
3390,1,0,1152.9371,7,Other household types,38500.57,.98470646,10.56673,0,3,0,0,0,0,0,0,0,0,55,11,0,0
3391,1,0,1152.9371,5,"Couple household, with children",28053.193,.98470652,,1,2,0,0,0,0,0,0,0,0,20,4,0,0
3391,1,0,1152.9371,5,"Couple household, with children",28053.193,.98470652,,1,2,0,0,0,0,0,0,0,0,40,8,1,0
3391,1,0,1152.9371,5,"Couple household, with children",28053.193,.98470652,,1,2,0,0,0,0,0,0,0,0,45,9,0,0
3391,1,0,1152.9371,5,"Couple household, with children",28053.193,.98470652,,1,2,0,0,0,0,0,0,0,0,15,3,1,0
3392,1,0,1152.9371,5,"Couple household, with children",24542.988,.98470646,,1,1,0,0,0,0,0,0,0,0,1,0,1,
3392,1,0,1152.9371,5,"Couple household, with children",24542.988,.98470646,,1,1,0,0,0,0,0,0,0,0,5,1,1,1
3392,1,0,1152.9371,5,"Couple household, with children",24542.988,.98470646,,1,1,0,0,0,0,0,0,0,0,7,1,0,1
3392,1,0,1152.9371,5,"Couple household, with children",24542.988,.98470646,,1,1,0,0,0,0,0,0,0,0,32,6,0,0
3393,1,0,1152.9371,7,"Couple household, with children",22709.711,.98470646,,1,1,0,0,0,0,0,0,0,0,12,2,0,0
3393,1,0,1152.9371,7,"Couple household, with children",22709.711,.98470646,,1,1,0,0,0,0,0,0,0,0,15,3,0,1
3393,1,0,1152.9371,7,"Couple household, with children",22709.711,.98470646,,1,1,0,0,0,0,0,0,0,0,7,1,1,0
3393,1,0,1152.9371,7,"Couple household, with children",22709.711,.98470646,,1,1,0,0,0,0,0,0,0,0,53,10,0,0
3393,1,0,1152.9371,7,"Couple household, with children",22709.711,.98470646,,1,1,0,0,0,0,0,0,0,0,10,2,0,0
3393,1,0,1152.9371,7,"Couple household, with children",22709.711,.98470646,,1,1,0,0,0,0,0,0,0,0,21,4,0,0
3394,1,0,1152.9371,11,"Couple household, with children",37353.805,.98470646,,1,3,0,0,0,0,0,0,0,0,55,11,0,0
3394,1,0,1152.9371,11,"Couple household, with children",37353.805,.98470646,,1,3,0,0,0,0,0,0,0,0,23,4,0,0
3394,1,0,1152.9371,11,"Couple household, with children",37353.805,.98470646,,1,3,0,0,0,0,0,0,0,0,29,5,1,0
3394,1,0,1152.9371,11,"Couple household, with children",37353.805,.98470646,,1,3,0,0,0,0,0,0,0,0,31,6,0,0
3394,1,0,1152.9371,11,"Couple household, with children",37353.805,.98470646,,1,3,0,0,0,0,0,0,0,0,13,2,0,0
3394,1,0,1152.9371,11,"Couple household, with children",37353.805,.98470646,,1,3,0,0,0,0,0,0,0,0,18,3,0,0
3394,1,0,1152.9371,11,"Couple household, with children",37353.805,.98470646,,1,3,0,0,0,0,0,0,0,0,8,1,1,0
3394,1,0,1152.9371,11,"Couple household, with children",37353.805,.98470646,,1,3,0,0,0,0,0,0,0,0,51,10,1,0
3394,1,0,1152.9371,11,"Couple household, with children",37353.805,.98470646,,1,3,0,0,0,0,0,0,0,0,11,2,0,0
3394,1,0,1152.9371,11,"Couple household, with children",37353.805,.98470646,,1,3,0,0,0,0,0,0,0,0,20,4,0,0
3395,1,0,1152.9371,8,"Couple household, with children",33159.172,.98470646,10.359838,1,2,0,0,0,0,0,0,0,0,53,10,0,0
3395,1,0,1152.9371,8,"Couple household, with children",33159.172,.98470646,10.359838,1,2,0,0,0,0,0,0,0,0,13,2,0,0
3395,1,0,1152.9371,8,"Couple household, with children",33159.172,.98470646,10.359838,1,2,0,0,0,0,0,0,0,0,23,4,1,0
3395,1,0,1152.9371,8,"Couple household, with children",33159.172,.98470646,10.359838,1,2,0,0,0,0,0,0,0,0,43,8,1,0
3395,1,0,1152.9371,8,"Couple household, with children",33159.172,.98470646,10.359838,1,2,0,0,0,0,0,0,0,0,18,3,0,0
3395,1,0,1152.9371,8,"Couple household, with children",33159.172,.98470646,10.359838,1,2,0,0,0,0,0,0,0,0,8,1,0,0
3395,1,0,1152.9371,8,"Couple household, with children",33159.172,.98470646,10.359838,1,2,0,0,0,0,0,0,0,0,14,2,1,0
3396,1,0,1152.9371,6,"Couple household, with children",22990,.98470646,,1,1,0,0,0,0,0,0,0,0,52,10,1,0
