hhid,rural,female_head,weight,hhsize,hhtype3,adj_welfare,adj_factor,pmt,pov,decile,current_B,value_B,current_oldA,value_oldA,current_childA,value_childA,current_disabA,value_disabA,age,age5yrs,sex,disab
2920,1,1,2273.7852,4,Other household types,50331.371,.98942471,10.484978,0,5,0,0,0,0,0,0,0,0,15,3,1,0
2921,1,0,2273.7852,5,"Couple household, with no children",50076.32,.98942471,,0,5,0,0,0,0,0,0,0,0,35,7,0,1
2922,1,0,2273.7852,6,Three generation household,43892.246,.98942471,,0,4,0,0,0,0,0,0,0,0,41,8,0,0
2923,1,0,2273.7852,3,"Couple household, with children",68475.445,.98942471,,0,7,0,0,0,0,0,0,0,0,27,5,1,0
2924,1,1,2273.7852,10,Other household types,28956.199,.98942471,,1,2,1,39.158451,0,0,1,395.7699,0,0,60,12,1,0
2925,1,0,2273.7852,5,"Couple household, with children",99889.727,.98942477,,0,9,1,39.158455,0,0,1,197.88495,0,0,36,7,0,1
2926,1,0,2273.7852,3,"Couple household, with children",71571.211,.98942471,,0,8,0,0,0,0,0,0,0,0,25,5,0,0
2927,1,0,2273.7852,4,"Couple household, with children",95809.461,.98942477,,0,9,0,0,0,0,0,0,0,0,47,9,0,0
2928,1,0,2273.7852,4,"Couple household, with children",63515.43,.98942471,10.630287,0,7,1,61.185078,0,0,1,247.35617,0,0,0,0,1,
2929,0,1,666.22412,8,Three generation household,36419.887,.98942471,,1,3,0,0,0,0,0,0,0,0,36,7,1,0
2930,0,0,666.22412,7,"Couple household, with children",47292.602,.98942477,,0,5,0,0,0,0,0,0,0,0,8,1,0,0
2931,0,0,666.22412,3,"Couple household, with children",91467.195,.98942477,,0,9,0,0,0,0,0,0,0,0,17,3,1,0
2932,0,1,666.22412,6,Three generation household,74956.758,.98942471,10.891868,0,8,1,54.386734,0,0,1,329.80823,0,0,41,8,1,1
2933,0,1,666.22412,1,"One-person household, 60+ years",98209.516,.98942471,,0,9,0,0,0,0,0,0,0,0,66,13,1,0
2934,0,1,666.22412,5,Three generation household,40067.656,.98942477,10.964561,0,4,1,391.58453,0,0,1,1978.8495,0,0,6,1,0,0
2935,0,0,666.22412,7,"Couple household, with children",47412.398,.98942477,,0,5,1,399.57608,0,0,1,2826.928,0,0,6,1,1,0
2936,0,0,666.22412,12,Three generation household,52839.438,.98942471,,0,6,1,203.95026,0,0,1,2473.5618,0,0,2,0,1,
2937,0,1,666.22412,5,Three generation household,34344.277,.98942471,10.857812,1,3,0,0,0,0,0,0,0,0,15,3,1,0
2938,0,0,666.22412,4,"Couple household, with children",107076.91,.98942471,,0,9,0,0,0,0,0,0,0,0,51,10,1,0
2939,0,0,666.22412,5,"Couple household, with children",42620.68,.98942471,11.101562,0,4,1,430.74295,0,0,1,2176.7344,0,0,13,2,1,0
2940,0,0,666.22412,3,"Couple household, with children",67588.734,.98942471,11.181216,0,7,0,0,0,0,0,0,0,0,28,5,0,0
2941,1,0,2082.6008,6,"Couple household, with children",76787.477,.98942471,,0,8,0,0,0,0,0,0,0,0,24,4,0,0
2942,1,0,2082.6008,11,Three generation household,20650.424,.98942477,,1,1,1,16.181179,0,0,1,179.89542,0,0,20,4,1,1
2943,1,0,2082.6008,9,"Couple household, with children",30261.311,.98942471,,1,2,1,24.171883,0,0,1,219.87216,0,0,14,2,0,0
2944,1,0,2082.6008,5,"Couple household, with children",33882.504,.98942477,10.531362,1,2,1,39.158455,0,0,1,197.88495,0,0,6,1,1,0
2945,1,0,2082.6008,6,"Couple household, with children",101619.27,.98942471,10.984567,0,9,0,0,0,0,0,0,0,0,13,2,1,0
2946,1,0,2082.6008,4,"Couple household, with children",78105.609,.98942471,,0,8,1,122.37016,0,0,1,494.71234,0,0,35,7,0,0
2947,1,0,2082.6008,7,"Couple household, with children",29946.314,.98942477,,1,2,1,59.936409,0,0,1,424.03918,0,0,8,1,1,0
2948,1,0,2082.6008,5,"Couple household, with children",46561.902,.98942471,,0,5,1,39.158451,0,0,1,197.88495,0,0,31,6,1,0
2949,1,0,2082.6008,5,"Couple household, with children",60019.316,.98942471,,0,6,1,78.316902,0,0,1,395.7699,0,0,10,2,0,0
2950,1,0,2082.6008,11,"Couple household, with children",14381.141,.98942477,,1,1,1,24.271769,0,0,1,269.84311,0,0,14,2,0,0
2951,1,0,2082.6008,1,"One-person household, 60+ years",65177.191,.98942471,10.912501,0,7,0,0,0,0,0,0,0,0,74,14,0,0
2952,1,0,2082.6008,6,"Couple household, with children",72546.273,.98942477,10.666579,0,8,0,0,0,0,0,0,0,0,19,3,0,0
2953,1,0,2129.9604,5,Other household types,72139.773,.98942477,,0,8,0,0,0,0,0,0,0,0,25,5,0,0
2954,1,0,2129.9604,7,Other household types,26692.533,.98942477,10.233032,1,1,1,19.978802,0,0,1,141.34639,0,0,22,4,0,0
2955,1,1,2129.9604,3,Other household types,34656.941,.98942471,,1,3,0,0,0,0,0,0,0,0,50,10,1,0
2956,1,0,2129.9604,2,Other household types,66997.945,.98942477,10.919317,0,7,0,0,0,0,0,0,0,0,75,15,0,1
2957,1,0,2129.9604,2,"Couple household, with no children",33089.867,.98942471,10.75277,1,2,0,0,0,0,0,0,0,0,81,16,0,0
2958,1,0,2129.9604,2,"Couple household, with no children",64343.082,.98942477,11.021175,0,7,0,0,0,0,0,0,0,0,21,4,1,0
2959,1,0,2129.9604,4,"Couple household, with children",33812.473,.98942471,,1,2,0,0,0,0,0,0,0,0,36,7,1,0
2960,1,0,2129.9604,4,Three generation household,59592.313,.98942471,10.977511,0,6,1,951.76794,0,0,1,3847.7629,0,0,69,13,0,1
2961,1,0,2129.9604,3,"Couple household, with children",67258.906,.98942471,,0,7,1,108.77347,0,0,1,329.80823,0,0,6,1,1,0
2962,1,1,2129.9604,1,"One-person household, 60+ years",99444.438,.98942477,10.945911,0,9,0,0,0,0,0,0,0,0,73,14,1,0
2963,1,0,2129.9604,7,"Couple household, with children",51444.898,.98942477,,0,5,0,0,0,0,0,0,0,0,45,9,0,1
2964,1,0,2129.9604,7,"Couple household, with children",31278.564,.98942471,10.410127,1,2,1,519.44885,0,0,1,3675.0061,0,0,53,10,0,0
2965,0,0,2711.7139,8,Three generation household,63219.699,.98942477,10.847377,0,7,1,45.888817,0,0,1,371.0343,0,0,8,1,1,0
2966,0,0,2711.7139,9,Three generation household,43005.813,.98942477,11.088446,0,4,1,423.008,1,90000,1,3847.7629,0,0,50,10,0,0
2967,0,0,2711.7139,2,"Couple household, with no children",183279.33,.98942471,11.676142,0,10,0,0,1,11000,0,0,0,0,45,9,0,0
2968,0,1,2711.7139,5,Three generation household,61843.418,.98942471,11.593381,0,7,0,0,0,0,0,0,0,0,47,9,1,0
2969,0,0,2711.7139,5,"Couple household, with children",57085.59,.98942471,,0,6,1,39.158451,0,0,1,197.88495,0,0,31,6,1,0
2970,0,1,2711.7139,5,Skipped generation,23394.842,.98942471,,1,1,1,39.158451,0,0,1,197.88495,0,0,9,1,1,0
2971,0,0,2711.7139,3,"Couple household, with no children",111490.64,.98942471,,0,9,0,0,0,0,0,0,0,0,43,8,1,0
2972,0,0,2711.7139,5,"Couple household, with children",43484.297,.98942471,,0,4,0,0,0,0,0,0,0,0,47,9,0,0
2973,0,0,2711.7139,4,"Couple household, with children",45975.824,.98942471,11.074273,0,5,0,0,1,20000,0,0,0,0,41,8,1,0
2974,0,0,2711.7139,4,"Couple household, with no children",54692.09,.98942471,,0,6,0,0,0,0,0,0,0,0,29,5,0,0
2975,0,0,2711.7139,6,Three generation household,53617.723,.98942471,,0,6,0,0,0,0,0,0,0,0,32,6,0,0
2976,0,0,2711.7139,4,"Couple household, with children",81944.594,.98942477,11.720052,0,8,0,0,0,0,0,0,0,0,46,9,0,0
2977,1,0,2379.7588,3,"Couple household, with children",59761.164,.98942471,10.886746,0,6,0,0,0,0,0,0,0,0,21,4,0,0
2978,1,0,2379.7588,5,"Couple household, with children",35347.34,.98942477,10.401525,1,3,1,78.31691,0,0,1,395.7699,0,0,28,5,1,0
2979,1,1,2379.7588,3,Other household types,65965.93,.98942471,,0,7,0,0,0,0,0,0,0,0,21,4,0,0
2980,1,0,2379.7588,3,"Couple household, with children",76354.938,.98942477,11.165832,0,8,0,0,0,0,0,0,0,0,26,5,0,0
2981,1,1,2379.7588,3,Other household types,103375.57,.98942477,10.996664,0,9,0,0,0,0,0,0,0,0,56,11,1,0
2982,1,1,2379.7588,5,Other household types,67021.859,.98942471,,0,7,0,0,0,0,0,0,0,0,29,5,1,0
2983,1,0,2379.7588,6,"Couple household, with children",47278.875,.98942471,,0,5,0,0,0,0,0,0,0,0,5,1,1,0
2984,1,0,2379.7588,4,"Couple household, with children",47299.852,.98942477,10.726981,0,5,0,0,0,0,0,0,0,0,57,11,1,0
2985,1,0,2379.7588,5,"Couple household, with children",43652.398,.98942477,10.674212,0,4,0,0,0,0,0,0,0,0,4,0,1,
2986,1,0,2379.7588,2,"Couple household, with no children",70466.688,.98942471,11.067776,0,7,0,0,0,0,0,0,0,0,57,11,1,0
2987,1,0,2379.7588,8,Three generation household,39729.184,.98942471,10.298183,0,4,0,0,0,0,0,0,0,0,2,0,1,
2988,1,1,2379.7588,3,Other household types,77642.492,.98942477,11.031465,0,8,0,0,0,0,0,0,0,0,38,7,1,0
2989,1,1,4819.5952,2,Other household types,67383.508,.98942477,10.794755,0,7,0,0,0,0,0,0,0,0,58,11,1,0
2990,1,0,4819.5952,6,"Couple household, with children",31534.982,.98942471,10.629732,1,2,0,0,0,0,0,0,0,0,53,10,0,0
2991,1,0,4819.5952,5,"Couple household, with children",53558.449,.98942477,10.706303,0,6,1,39.158455,0,0,1,197.88495,0,0,61,12,0,0
2992,1,1,4819.5952,4,Single parent/caregiver (<60 years),17273.467,.98942477,10.406455,1,1,1,122.37017,0,0,1,494.71237,0,0,27,5,1,0
2993,1,0,4819.5952,4,"Couple household, with children",26033.441,.98942471,10.549157,1,1,1,122.37016,0,0,1,494.71234,0,0,42,8,0,0
2994,1,0,4819.5952,7,"Couple household, with children",31449.676,.98942477,,1,2,1,59.936409,0,0,1,424.03918,0,0,24,4,1,0
2995,1,1,4819.5952,2,Single parent/caregiver (<60 years),26327.641,.98942471,10.491017,1,1,1,244.74031,0,0,1,494.71234,0,0,10,2,1,0
2996,1,0,4819.5952,6,"Couple household, with children",31057.701,.98942471,,1,2,1,54.386734,0,0,1,329.80823,0,0,28,5,1,0
2997,1,0,4819.5952,7,"Couple household, with children",28922.221,.98942477,,1,2,0,0,0,0,0,0,0,0,44,8,0,0
2998,1,1,4819.5952,6,Single parent/caregiver (<60 years),31781.805,.98942477,,1,2,0,0,0,0,0,0,0,0,4,0,0,
2999,1,1,4819.5952,2,Single parent/caregiver (<60 years),69335.547,.98942471,10.775128,0,7,0,0,0,0,0,0,0,0,57,11,1,0
3000,1,0,4819.5952,6,Three generation household,45106.477,.98942477,10.502626,0,4,0,0,0,0,0,0,0,0,46,9,0,0
3001,0,0,2978.4543,4,"Couple household, with no children",61148.531,1.1017772,,0,7,0,0,0,0,0,0,0,0,44,8,0,0
3002,0,0,2978.4543,9,Three generation household,44273.676,1.1017773,,0,4,0,0,0,0,0,0,0,0,64,12,1,0
3003,0,0,2978.4543,4,"Couple household, with no children",79404.883,1.1017772,,0,8,0,0,0,0,0,0,0,0,24,4,1,0
3004,0,0,2978.4543,4,"Couple household, with children",67487.195,1.1017772,,0,7,1,75.86956,0,0,1,275.44431,0,0,33,6,1,0
3005,0,0,2978.4543,7,"Couple household, with children",41771.723,1.1017772,,0,4,0,0,0,0,0,0,0,0,43,8,1,1
3006,0,0,2978.4543,4,"Couple household, with children",75038.195,1.1017773,11.050828,0,8,0,0,0,0,0,0,0,0,43,8,1,0
3007,0,0,2978.4543,7,Three generation household,79837.836,1.1017772,,0,8,1,24.773735,0,0,1,157.39674,0,0,0,0,0,
3008,0,0,2978.4543,7,"Couple household, with children",76765.32,1.1017772,,0,8,0,0,0,0,0,0,0,0,27,5,0,0
3009,0,0,2978.4543,3,"Couple household, with children",49392.637,1.1017772,,0,5,0,0,0,0,0,0,0,0,31,6,0,0
3010,0,0,2978.4543,3,"Couple household, with no children",179283.22,1.1017773,11.061508,0,10,0,0,0,0,0,0,0,0,67,13,1,0
3011,0,0,2978.4543,5,"Couple household, with children",41446.016,1.1017773,10.807898,0,4,1,48.55653,0,0,1,220.35547,0,0,46,9,1,0
3012,0,0,2978.4543,7,"Couple household, with children",41385.043,1.1017772,,0,4,1,24.773735,0,0,1,157.39674,0,0,41,8,0,0
3013,1,0,3034.9514,6,"Couple household, with children",44819.645,1.1017772,10.828929,0,4,0,0,0,0,0,0,0,0,23,4,0,0
3014,1,0,3034.9514,5,"Couple household, with children",78821.633,1.1017772,10.911379,0,8,1,48.556519,0,0,1,220.35544,0,0,43,8,0,1
3015,1,0,3034.9514,9,Other household types,13346.699,1.1017772,10.431615,1,1,1,29.97316,0,0,1,244.83937,0,0,6,1,1,0
3016,1,0,3034.9514,7,Three generation household,72272.68,1.1017773,,0,8,1,3197.4827,0,0,1,314.79352,0,0,67,13,0,0
3017,1,0,3034.9514,5,"Couple household, with children",102392.41,1.1017772,,0,9,1,48.556519,0,0,1,220.35544,0,0,20,4,0,0
3018,1,0,3034.9514,11,"Couple household, with children",60144.582,1.1017772,,0,6,1,30.097015,0,0,1,300.48468,0,0,19,3,0,0
3019,1,0,3034.9514,9,Three generation household,50343.344,1.1017773,,0,5,1,29.973166,0,0,1,244.8394,0,0,22,4,0,0
3020,1,1,3034.9514,2,Other household types,101416.5,1.1017772,11.316597,0,9,0,0,0,0,0,0,0,0,45,9,1,0
3021,1,0,3034.9514,3,"Couple household, with children",129394.19,1.1017773,,0,10,0,0,0,0,0,0,0,0,0,0,1,
3022,1,0,3034.9514,3,"Couple household, with children",33136.32,1.1017773,,1,2,0,0,0,0,0,0,0,0,2,0,0,
3023,1,0,3034.9514,7,Other household types,45382.844,1.1017773,,0,5,0,0,0,0,0,0,0,0,25,5,0,0
3024,1,0,3034.9514,7,"Couple household, with children",48781.68,1.1017773,10.528013,0,5,1,49.547478,0,0,1,314.79352,0,0,18,3,1,0
3025,1,1,4861.5981,2,Other household types,172118.55,1.1017772,11.646223,0,10,1,27544.43,0,0,0,0,0,0,42,8,1,0
3026,1,0,4861.5981,2,"Couple household, with no children",97670.828,1.1017773,,0,9,0,0,0,0,0,0,0,0,32,6,1,0
3027,1,0,4861.5981,5,"Couple household, with children",82103.445,1.1017772,,0,8,1,48.556519,0,0,1,220.35544,0,0,54,10,1,1
3028,1,0,4861.5981,5,"Couple household, with children",27677.588,1.1017773,,1,2,1,97.11306,0,0,1,440.71094,0,0,32,6,0,0
3029,1,0,4861.5981,7,Three generation household,43344.973,1.1017772,10.399452,0,4,1,24.773735,0,0,1,157.39674,0,0,34,6,0,0
3030,1,1,4861.5981,5,Three generation household,93778.445,1.1017772,10.918349,0,9,1,48.556519,0,0,1,220.35544,0,0,38,7,0,0
3031,1,0,4861.5981,5,Three generation household,91028.742,1.1017772,11.290554,0,9,0,0,1,40500,0,0,0,0,76,15,0,0
3032,1,1,4861.5981,3,Three generation household,55068.047,1.1017772,10.873746,0,6,0,0,0,0,0,0,0,0,44,8,1,0
3033,1,0,4861.5981,6,"Couple household, with children",41177.125,1.1017772,,0,4,1,67.439613,0,0,1,367.25906,0,0,5,1,0,0
3034,1,0,4861.5981,4,"Couple household, with children",56631.949,1.1017773,,0,6,1,151.73917,0,0,1,550.88867,0,0,6,1,1,0
3035,1,0,4861.5981,5,"Couple household, with children",45387.711,1.1017772,,0,5,1,48.556519,0,0,1,220.35544,0,0,40,8,0,0
3036,1,0,4861.5981,2,"Couple household, with no children",131010.72,1.1017773,,0,10,0,0,0,0,0,0,0,0,49,9,0,0
3037,1,0,5612.8506,7,"Couple household, with children",37568.398,1.1017772,,1,3,1,24.773735,0,0,1,157.39674,0,0,4,0,0,
3038,1,0,5612.8506,11,"Couple household, with children",79325.922,1.1017772,,0,8,1,20.064676,0,0,1,200.32312,0,0,21,4,1,0
3039,1,0,5612.8506,4,"Couple household, with children",44504.441,1.1017773,,0,4,1,151.73917,0,0,1,550.88867,0,0,37,7,0,0
3040,1,0,5612.8506,7,"Couple household, with children",61169.449,1.1017772,10.879909,0,7,1,49.54747,0,0,1,314.79349,0,0,31,6,0,0
3041,1,0,5612.8506,6,Three generation household,24789.893,1.1017772,10.423491,1,1,1,33.719807,0,0,1,183.62953,0,0,0,0,0,
3042,1,0,5612.8506,8,Three generation household,50801.887,1.1017772,10.57914,0,5,0,0,0,0,0,0,0,0,18,3,0,0
3043,1,0,5612.8506,16,Three generation household,64550.164,1.1017772,,0,7,1,4.7418475,0,0,1,68.861076,0,0,36,7,0,0
3044,1,0,5612.8506,6,"Couple household, with children",32335.453,1.1017772,,1,2,1,101.15942,0,0,1,550.88861,0,0,32,6,1,0
3045,1,1,5612.8506,5,Other household types,45891.988,1.1017772,10.935623,0,5,1,97.113037,0,0,1,440.71088,0,0,15,3,0,0
3046,1,0,5612.8506,7,"Couple household, with children",59807.324,1.1017772,,0,6,1,49.54747,0,0,1,314.79349,0,0,17,3,1,0
3047,1,0,5612.8506,4,"Couple household, with children",52594.672,1.1017773,,0,5,1,75.869583,0,0,1,275.44434,0,0,50,10,0,0
3048,1,0,5612.8506,12,Three generation household,44899.301,1.1017773,,0,4,0,0,0,0,0,0,0,0,21,4,1,0
3049,1,0,4174.4751,5,"Couple household, with children",50640.238,1.1017772,,0,5,0,0,0,0,0,0,0,0,12,2,1,0
3050,1,1,4174.4751,2,Other household types,70150.828,1.1017773,11.164779,0,7,0,0,0,0,0,0,0,0,70,14,1,0
3051,1,0,4174.4751,7,"Couple household, with children",18485.273,1.1017772,,1,1,1,49.54747,0,0,1,314.79349,0,0,1,0,0,
3052,1,0,4174.4751,7,"Couple household, with children",45184.41,1.1017773,,0,4,0,0,0,0,0,0,0,0,32,6,1,0
3053,1,0,4174.4751,8,"Couple household, with children",27927.27,1.1017772,,1,2,1,18.96739,0,0,1,137.72215,0,0,17,3,0,0
3054,1,0,4174.4751,9,"Couple household, with children",12951.193,1.1017773,,1,1,1,44.959747,0,0,1,367.25909,0,0,2,0,0,
3055,1,1,4174.4751,1,"One-person household, 18-59 years",31240.197,1.1017772,,1,2,0,0,0,0,0,0,0,0,43,8,1,1
3056,1,1,4174.4751,6,Other household types,38530,1.1017773,,0,3,1,33.71981,0,0,1,183.62955,0,0,27,5,1,0
3057,1,0,4174.4751,5,"Couple household, with no children",122266.96,1.1017773,,0,10,0,0,0,0,0,0,0,0,42,8,0,0
3058,1,0,4174.4751,4,"Couple household, with children",35367.207,1.1017772,,1,3,0,0,0,0,0,0,0,0,23,4,1,0
3059,1,0,4174.4751,8,"Couple household, with children",43870.086,1.1017773,,0,4,1,56.902184,0,0,1,413.1665,0,0,2,0,0,
3060,1,0,4174.4751,4,"Couple household, with no children",41494.988,1.1017772,,0,4,0,0,0,0,0,0,0,0,31,6,0,0
3061,1,0,7909.9106,4,"Couple household, with children",66922.484,1.1017772,,0,7,0,0,0,0,0,0,0,0,61,12,0,0
3062,1,0,7909.9106,7,"Couple household, with children",44409.867,1.1017773,,0,4,1,49.547478,0,0,1,314.79352,0,0,20,4,1,0
3063,1,0,7909.9106,4,"Couple household, with no children",47304.828,1.1017772,10.7807,0,5,0,0,0,0,0,0,0,0,29,5,0,0
3064,1,0,7909.9106,5,Other household types,98798.188,1.1017773,,0,9,0,0,0,0,0,0,0,0,25,5,1,0
3065,1,0,7909.9106,4,"Couple household, with children",37865.223,1.1017773,10.777747,0,3,1,151.73917,0,0,1,550.88867,0,0,29,5,1,0
3066,1,0,7909.9106,6,Three generation household,31839.906,1.1017772,,1,2,1,33.719807,0,0,1,183.62953,0,0,34,6,1,0
3067,1,0,7909.9106,5,"Couple household, with children",44301.758,1.1017772,,0,4,0,0,0,0,0,0,0,0,13,2,0,0
3068,1,0,7909.9106,5,Three generation household,29893.213,1.1017772,10.579337,1,2,1,847.87549,0,0,1,3847.7629,0,0,37,7,1,0
3069,1,0,7909.9106,8,"Couple household, with children",54079.234,1.1017772,10.327,0,6,1,37.93478,0,0,1,275.44431,0,0,8,1,0,0
3070,1,0,7909.9106,3,"Couple household, with children",96697.891,1.1017773,,0,9,0,0,0,0,0,0,0,0,27,5,0,0
3071,1,1,7909.9106,1,"One-person household, 18-59 years",49430.168,1.1017773,,0,5,0,0,0,0,0,0,0,0,59,11,1,0
3072,1,1,7909.9106,4,Other household types,98237.703,1.1017772,,0,9,0,0,0,0,0,0,0,0,29,5,1,0
3073,0,1,2001.4404,2,Single parent/caregiver (<60 years),160584.48,1.1017773,12.042674,0,10,1,303.47833,1,90000,1,550.88867,0,0,59,11,1,0
3074,0,0,2001.4404,4,"Couple household, with children",78896.586,1.1017772,,0,8,1,75.86956,0,0,1,275.44431,0,0,31,6,0,0
3075,0,0,2001.4404,5,"Couple household, with children",87613.563,1.1017773,10.964973,0,9,0,0,0,0,0,0,0,0,16,3,0,0
3076,0,1,2001.4404,4,Other household types,54839.934,1.1017772,,0,6,0,0,0,0,0,0,0,0,21,4,0,0
3077,0,1,2001.4404,2,Skipped generation,98975.938,1.1017773,11.278105,0,9,1,303.47833,0,0,1,550.88867,0,0,62,12,1,0
3078,0,0,2001.4404,4,"Couple household, with children",59677.539,1.1017772,,0,6,1,75.86956,0,0,1,275.44431,0,0,9,1,0,0
3079,0,0,2001.4404,2,"Couple household, with no children",160479.69,1.1017773,,0,10,0,0,0,0,0,0,0,0,45,9,0,0
3080,0,0,2001.4404,4,"Couple household, with no children",82038.586,1.1017772,11.452463,0,8,0,0,0,0,0,0,0,0,59,11,1,0
3081,0,0,2001.4404,4,"Couple household, with children",41291.027,1.1017773,,0,4,0,0,0,0,0,0,0,0,50,10,1,0
3082,0,1,2001.4404,2,Other household types,40612.891,1.1017772,,0,4,0,0,0,0,0,0,0,0,33,6,0,0
3083,0,1,2001.4404,7,Other household types,69584.391,1.1017773,10.828559,0,7,0,0,0,0,0,0,0,0,23,4,0,0
3084,0,0,2001.4404,3,"Couple household, with children",37525.219,1.1017773,11.18758,1,3,1,134.87924,0,0,1,367.25909,0,0,29,5,0,0
3085,1,0,8275.1602,3,"Couple household, with children",43937.301,1.1017772,,0,4,0,0,0,0,0,0,0,0,5,1,1,0
3086,1,0,8275.1602,4,"Couple household, with children",36641.563,1.1017772,,1,3,1,75.86956,0,0,1,275.44431,0,0,25,5,1,1
3087,1,0,8275.1602,2,"Couple household, with no children",37565.051,1.1017773,,1,3,0,0,0,0,0,0,0,0,64,12,0,0
3088,1,0,8275.1602,7,"Couple household, with children",41848.875,1.1017773,,0,4,1,24.773739,0,0,1,157.39676,0,0,25,5,1,0
3089,1,0,8275.1602,3,Other household types,45299.895,1.1017772,,0,4,1,134.87923,0,0,1,367.25906,0,0,8,1,0,0
3090,1,0,8275.1602,5,Three generation household,61707.082,1.1017773,,0,7,0,0,0,0,0,0,0,0,33,6,1,0
3091,1,0,8275.1602,8,"Couple household, with children",118688.05,1.1017772,,0,10,1,37.93478,0,0,1,275.44431,0,0,13,2,1,1
3092,1,0,8275.1602,4,"Couple household, with children",36701.914,1.1017773,,1,3,0,0,0,0,0,0,0,0,1,0,0,
3093,1,0,8275.1602,6,"Couple household, with children",39313.25,1.1017773,,0,3,0,0,0,0,0,0,0,0,34,6,1,0
3094,1,1,8275.1602,5,Three generation household,11515.423,1.1017773,,1,1,1,48.55653,0,0,1,220.35547,0,0,7,1,0,1
3095,1,0,8275.1602,7,"Couple household, with children",28164.463,1.1017772,,1,2,1,49.54747,0,0,1,314.79349,0,0,1,0,0,
3096,1,0,8275.1602,4,"Couple household, with children",26936.254,1.1017772,,1,1,1,75.86956,0,0,1,275.44431,0,0,29,5,1,0
3097,1,0,2806.5474,4,"Couple household, with children",97747.883,1.1017772,,0,9,0,0,0,0,0,0,0,0,53,10,1,0
3098,1,0,2806.5474,4,"Couple household, with children",92425.914,1.1017772,,0,9,1,151.73912,0,0,1,550.88861,0,0,46,9,1,0
3099,1,1,2806.5474,4,Other household types,72357.93,1.1017772,10.658052,0,8,1,75.86956,0,0,1,275.44431,0,0,13,2,1,0
3100,1,0,2806.5474,5,"Couple household, with children",46572.426,1.1017772,,0,5,1,48.556519,0,0,1,220.35544,0,0,8,1,1,0
3101,1,0,2806.5474,4,"Couple household, with no children",73149.813,1.1017773,10.656429,0,8,0,0,0,0,0,0,0,0,86,16,1,0
3102,1,1,2806.5474,1,"One-person household, 18-59 years",99940.328,1.1017772,,0,9,0,0,0,0,0,0,0,0,54,10,1,0
3103,1,1,2806.5474,4,Three generation household,104480.2,1.1017772,,0,9,0,0,0,0,0,0,0,0,31,6,1,0
3104,1,0,2806.5474,5,"Couple household, with children",63283.496,1.1017773,10.816027,0,7,0,0,0,0,0,0,0,0,42,8,0,0
3105,1,1,2806.5474,3,Other household types,140575.45,1.1017773,,0,10,0,0,0,0,0,0,0,0,52,10,1,0
3106,1,0,2806.5474,5,"Couple household, with children",75926.836,1.1017772,,0,8,1,97.113037,0,0,1,440.71088,0,0,41,8,0,0
3107,1,0,2806.5474,3,"Couple household, with no children",244798.55,1.1017773,,0,10,0,0,0,0,0,0,0,0,23,4,1,1
3108,1,0,2806.5474,7,"Couple household, with children",63923.105,1.1017773,,0,7,1,24.773739,0,0,1,157.39676,0,0,17,3,0,0
3109,1,1,3713.9546,3,Three generation household,69318.766,1.0067192,,0,7,0,0,0,0,0,0,0,0,63,12,1,0
3110,1,0,3713.9546,1,"One-person household, 60+ years",137848.2,1.0067192,,0,10,0,0,0,0,0,0,0,0,77,15,0,1
